NO_OF_SAMPLES	689
FREQUENCY	100
TIME_STAMP	2020-11-06, 17:38:20	197478.89455217
FIRST_SAMPLE	1133
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
1133	11.32000	1.137952	-0.401582	1.125917	0.419830	0.635196	0.128113	0.000000	0.000000	0.000000	
1134	11.33000	1.001721	-0.379638	1.036366	0.428854	0.625702	0.156009	0.000000	0.000000	0.000000	
1135	11.34000	1.045892	-0.219661	0.678014	0.419878	0.625863	0.155823	0.000000	0.000000	0.000000	
1136	11.35000	1.092981	-0.311035	1.304293	0.438270	0.589441	0.151208	0.000000	0.000000	0.000000	
1137	11.36000	1.046017	-0.333373	0.857642	0.374304	0.662112	0.132864	0.000000	0.000000	0.000000	
1138	11.37000	1.136912	-0.401181	0.678784	0.410686	0.589675	0.141920	0.000000	0.000000	0.000000	
1139	11.38000	1.046433	-0.401833	0.768153	0.419713	0.607667	0.151317	0.000000	0.000000	0.000000	
1140	11.39000	1.046788	-0.333436	1.393752	0.374805	0.570937	0.128355	0.000000	0.000000	0.000000	
1141	11.40000	1.091451	-0.287677	0.857478	0.383414	0.680493	0.128129	0.000000	0.000000	0.000000	
1142	11.41000	1.069530	-0.310907	1.126022	0.383563	0.634653	0.146623	0.000000	0.000000	0.000000	
1143	11.42000	1.069525	-0.402167	0.769160	0.392295	0.634572	0.174227	0.000000	0.000000	0.000000	
1144	11.43000	1.069094	-0.310716	1.036792	0.356348	0.607155	0.151235	0.000000	0.000000	0.000000	
1145	11.44000	1.092377	-0.401846	1.126532	0.374358	0.634670	0.142009	0.000000	0.000000	0.000000	
1146	11.45000	1.068560	-0.287607	0.767461	0.410886	0.589540	0.142037	0.000000	0.000000	0.000000	
1147	11.46000	1.114224	-0.401395	0.679152	0.392369	0.635015	0.141939	0.000000	0.000000	0.000000	
1148	11.47000	1.182672	-0.378436	0.768430	0.410665	0.617007	0.141787	0.000000	0.000000	0.000000	
1149	11.48000	1.137065	-0.333050	0.857788	0.383552	0.598467	0.146488	0.000000	0.000000	0.000000	
1150	11.49000	1.182684	-0.287414	1.036756	0.365543	0.589238	0.146376	0.000000	0.000000	0.000000	
1151	11.50000	1.137863	-0.424496	1.037487	0.374293	0.625578	0.151108	0.000000	0.000000	0.000000	
1152	11.51000	1.046784	-0.333744	1.126149	0.374487	0.616307	0.151295	0.000000	0.000000	0.000000	
1153	11.52000	1.092584	-0.424826	1.037451	0.383260	0.661972	0.151189	0.000000	0.000000	0.000000	
1154	11.53000	1.114912	-0.401420	1.125625	0.410964	0.562251	0.132817	0.000000	0.000000	0.000000	
1155	11.54000	1.114049	-0.424064	0.679488	0.365109	0.625727	0.141954	0.000000	0.000000	0.000000	
1156	11.55000	1.046404	-0.401807	0.857832	0.392519	0.598342	0.151327	0.000000	0.000000	0.000000	
1157	11.56000	1.046009	-0.401594	0.858053	0.356179	0.607288	0.142125	0.000000	0.000000	0.000000	
1158	11.57000	0.932680	-0.311026	1.035247	0.420031	0.598480	0.133177	0.000000	0.000000	0.000000	
1159	11.58000	1.068500	-0.310452	0.768286	0.365367	0.598229	0.151232	0.000000	0.000000	0.000000	
1160	11.59000	0.933059	-0.470477	1.215580	0.356219	0.616210	0.128637	0.000000	0.000000	0.000000	
1161	11.60000	1.091535	-0.424150	0.768390	0.392426	0.625940	0.132818	0.000000	0.000000	0.000000	
1162	11.61000	1.069696	-0.311012	1.126025	0.392720	0.598171	0.160440	0.000000	0.000000	0.000000	
1163	11.62000	1.068766	-0.378901	0.679186	0.383287	0.634789	0.151230	0.000000	0.000000	0.000000	
1164	11.63000	1.091915	-0.333382	0.857371	0.419877	0.598601	0.151193	0.000000	0.000000	0.000000	
1165	11.64000	1.046828	-0.333931	1.037196	0.365179	0.670833	0.155848	0.000000	0.000000	0.000000	
1166	11.65000	1.046602	-0.424496	1.036494	0.392711	0.552815	0.146780	0.000000	0.000000	0.000000	
1167	11.66000	1.091867	-0.378938	0.768390	0.410517	0.662370	0.141967	0.000000	0.000000	0.000000	
1168	11.67000	1.091244	-0.378492	0.588833	0.428931	0.562422	0.146631	0.000000	0.000000	0.000000	
1169	11.68000	1.091109	-0.401288	0.589618	0.383222	0.653252	0.132781	0.000000	0.000000	0.000000	
1170	11.69000	1.137628	-0.378653	1.036243	0.420021	0.562290	0.141945	0.000000	0.000000	0.000000	
1171	11.70000	1.091315	-0.378636	0.679005	0.383390	0.607571	0.146600	0.000000	0.000000	0.000000	
1172	11.71000	1.114395	-0.401229	0.857222	0.419924	0.571526	0.132800	0.000000	0.000000	0.000000	
1173	11.72000	1.069432	-0.265328	1.035923	0.420012	0.607595	0.151219	0.000000	0.000000	0.000000	
1174	11.73000	1.068767	-0.401422	1.037060	0.329047	0.598056	0.132891	0.000000	0.000000	0.000000	
1175	11.74000	1.114435	-0.310410	0.767597	0.438021	0.617095	0.141920	0.000000	0.000000	0.000000	
1176	11.75000	1.091812	-0.492463	0.858023	0.392445	0.598600	0.132869	0.000000	0.000000	0.000000	
