NO_OF_FRAMES	689
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-11-06, 17:38:20	197478.89455217
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
1315	13.14000	1077.126	337.911	478.773	778.613	492.778	530.194	738.121	585.989	259.247	739.378	588.563	22.027	778.620	247.093	526.180	746.078	137.079	267.360	743.365	120.207	35.143	381.787	555.515	549.918	364.552	523.652	150.555	1.042	471.019	224.129	-23.415	434.682	292.577	-69.435	478.108	141.853	-79.370	412.136	84.630	335.424	167.466	573.612	-26.278	212.513	303.685	-401.576	239.738	138.369	-468.856	282.324	154.115	-366.906	238.992	36.306	-317.471	287.596	30.086
1316	13.15000	1077.254	337.821	478.847	776.416	493.419	530.290	736.033	586.898	258.867	739.526	588.404	22.001	776.832	247.570	526.172	745.312	136.973	267.429	743.270	120.181	35.025	374.439	557.728	543.528	384.644	529.399	157.320	15.439	473.635	228.389	-8.566	437.592	297.189	-55.818	480.635	147.008	-65.048	416.377	89.709	329.226	167.511	572.656	-33.448	211.476	304.869	-404.877	241.147	137.134	-472.506	284.673	151.686	-368.317	239.308	35.974	-317.885	288.290	30.481
1317	13.16000	1077.381	337.731	478.920	774.645	493.864	530.639	734.572	587.332	258.467	739.684	588.241	21.987	775.438	248.034	526.238	744.476	136.915	267.404	743.242	120.235	35.071	367.589	560.394	538.080	393.076	527.049	158.428	28.208	475.937	232.896	4.887	440.260	302.468	-43.895	483.572	153.008	-52.080	421.329	95.293	323.105	167.574	572.239	-39.324	210.528	304.372	-408.356	242.637	135.855	-475.920	287.087	149.138	-369.626	239.820	35.772	-318.489	288.892	30.892
1318	13.17000	1077.508	337.641	478.993	773.142	494.391	531.287	734.285	586.973	258.296	740.190	588.731	22.379	774.369	248.661	526.331	743.611	136.930	267.400	743.257	120.099	35.080	359.879	564.131	532.940	403.482	527.143	162.261	39.120	478.337	238.307	16.228	442.531	308.156	-34.007	486.162	159.508	-41.242	426.352	101.658	317.074	168.479	572.471	-43.973	210.913	302.821	-411.205	244.017	134.688	-479.150	289.462	146.940	-371.002	240.218	35.893	-318.589	289.273	31.285
1319	13.18000	1077.636	337.551	479.066	772.050	494.839	531.676	734.755	586.216	258.356	740.371	588.668	22.517	773.685	249.110	526.395	743.113	137.119	267.260	743.237	120.048	35.201	353.691	568.070	531.590	413.790	529.383	168.405	46.842	480.646	243.831	25.294	444.557	313.395	-27.457	489.441	166.396	-33.856	432.129	110.587	311.786	168.901	572.190	-46.351	212.135	300.875	-413.310	245.502	133.953	-481.544	291.671	145.299	-371.915	240.527	35.991	-319.044	289.408	31.349
1320	13.19000	1077.763	337.461	479.139	771.275	495.312	532.233	735.682	585.555	258.665	740.245	588.607	22.561	773.434	249.481	526.820	743.299	137.470	267.364	743.255	120.063	35.162	347.101	570.185	529.104	416.044	526.767	169.702	52.515	482.885	249.290	31.696	446.586	319.011	-23.184	492.402	173.181	-29.343	438.067	119.872	306.524	169.151	571.710	-46.131	213.297	299.510	-414.801	247.045	133.525	-482.867	293.772	144.141	-372.771	241.141	36.045	-319.223	289.353	31.278
1321	13.20000	1077.890	337.371	479.212	771.049	495.667	532.454	736.722	585.170	258.960	740.334	588.639	22.616	773.381	249.687	527.220	744.424	138.027	267.481	743.252	120.053	35.070	341.611	570.346	528.280	415.138	524.533	168.716	54.690	485.335	254.402	34.963	448.723	324.600	-23.121	496.690	179.962	-28.398	443.115	129.748	301.563	169.523	571.032	-45.119	214.933	296.979	-415.487	248.544	133.509	-483.491	295.181	143.846	-373.175	241.638	36.236	-319.325	289.240	31.298
1322	13.21000	1078.017	337.280	479.285	771.185	495.622	532.446	737.118	584.664	259.022	740.396	588.638	22.582	773.413	249.461	527.649	745.742	138.583	267.804	743.442	120.080	35.120	338.684	569.909	529.855	414.195	526.201	168.791	54.728	487.983	259.918	35.369	450.929	329.644	-24.415	500.480	186.977	-22.219	443.330	142.444	298.353	170.011	570.428	-43.589	216.567	293.508	-415.349	249.851	133.873	-483.269	296.703	144.310	-373.544	242.502	36.768	-319.392	289.366	31.358
1323	13.22000	1078.145	337.190	479.358	771.885	495.563	532.372	737.409	584.692	259.273	740.419	588.585	22.658	774.119	249.244	527.907	746.703	138.951	268.068	743.383	120.023	35.092	337.585	568.196	531.848	408.712	526.721	165.801	51.196	490.908	264.774	32.282	453.242	334.654	-12.700	496.823	184.701	-23.054	445.124	151.865	296.261	170.880	570.579	-40.905	218.210	289.560	-414.538	250.796	134.573	-482.165	298.027	145.550	-373.250	242.940	37.279	-319.557	289.800	31.359
1324	13.23000	1078.272	337.100	479.431	773.203	495.459	532.578	736.975	584.164	258.975	740.474	588.340	22.696	775.452	248.880	527.975	746.890	138.885	268.191	743.272	120.112	35.022	338.134	566.248	534.719	399.511	525.715	161.758	44.785	493.877	269.282	26.203	455.951	338.930	-18.374	498.003	189.476	-29.775	448.268	158.403	295.828	171.586	571.095	-37.561	220.028	285.469	-412.683	251.356	135.533	-480.394	299.038	147.326	-372.363	242.929	38.161	-319.587	289.915	31.333
1325	13.24000	1078.399	337.010	479.504	774.946	495.494	532.832	737.053	583.656	258.798	740.182	588.350	22.703	777.382	248.434	528.003	746.344	138.392	267.914	743.225	120.128	35.242	339.871	564.219	537.235	395.762	531.319	163.756	35.847	497.316	273.518	17.359	458.767	342.649	-28.092	501.930	195.451	-41.256	452.533	162.448	297.554	171.991	572.437	-34.107	221.479	282.983	-410.328	251.529	136.751	-477.750	299.516	149.401	-371.375	243.162	38.833	-319.655	289.766	31.248
1326	13.25000	1078.527	336.920	479.577	777.250	495.726	532.758	737.985	583.154	259.022	740.161	588.393	22.761	780.071	247.970	527.933	745.852	137.659	267.394	743.187	120.082	35.056	343.207	562.245	539.479	377.937	526.917	156.767	23.468	500.764	277.863	5.188	462.263	346.046	-46.730	512.490	203.324	-56.369	457.692	164.390	300.489	171.766	574.398	-30.063	222.384	283.686	-406.930	251.700	138.438	-474.502	299.478	151.994	-370.260	243.290	39.514	-320.367	289.895	31.508
1327	13.26000	1078.654	336.830	479.651	780.198	495.587	532.815	740.158	582.836	259.202	740.088	588.409	22.763	783.330	247.408	527.561	745.939	137.215	266.928	743.235	119.964	35.168	347.747	560.712	542.024	363.809	528.671	153.548	9.540	504.875	280.760	-9.740	465.622	349.110	-68.060	524.173	212.467	-73.986	463.515	164.621	304.442	171.547	576.733	-24.163	222.393	286.728	-403.238	251.603	140.070	-470.523	298.945	154.944	-369.061	243.452	40.169	-319.354	289.710	31.212
1328	13.27000	1078.781	336.740	479.724	783.597	495.364	532.746	742.424	582.611	259.853	740.215	588.409	22.745	786.959	246.800	527.360	747.243	137.256	266.613	743.409	120.055	35.139	353.081	559.446	544.021	344.185	526.952	149.166	-7.479	507.806	283.677	-27.566	468.865	352.057	-85.441	527.112	212.436	-92.980	469.773	163.530	309.222	171.298	579.467	-19.587	221.496	291.927	-398.955	251.361	142.083	-466.042	298.176	158.404	-366.775	243.294	40.919	-319.138	289.923	31.364
1329	13.28000	1078.908	336.649	479.797	787.409	495.078	532.366	744.638	582.752	260.530	740.159	588.419	22.743	790.599	246.381	527.382	749.803	137.576	266.751	743.552	120.024	35.077	358.795	559.243	544.731	318.824	522.855	141.457	-24.333	512.551	287.510	-48.138	472.024	353.952	-103.599	532.426	215.080	-112.224	476.239	161.508	314.786	171.333	582.241	-15.710	220.855	296.876	-393.902	251.499	144.357	-460.325	298.006	161.761	-365.023	243.334	41.932	-318.955	290.032	31.138
1330	13.29000	1079.036	336.559	479.870	791.571	494.409	531.972	745.620	582.698	260.730	740.166	588.403	22.781	794.615	246.051	527.105	753.202	138.115	267.348	743.705	120.172	35.111	364.609	558.932	544.534	299.398	525.018	140.037	-46.419	515.868	289.066	-71.021	475.598	355.065	-123.141	536.673	215.159	-130.590	482.682	158.946	321.413	171.596	585.723	-11.997	219.908	301.301	-388.844	251.213	146.709	-454.633	298.086	165.702	-363.228	243.300	42.837	-318.782	290.085	31.240
1331	13.30000	1079.163	336.469	479.943	796.025	493.883	531.705	746.458	582.339	260.506	740.169	588.339	22.798	798.514	245.652	526.892	755.860	138.627	267.589	743.798	120.182	35.154	371.032	559.156	544.369	282.242	529.842	143.732	-69.242	520.412	290.321	-96.367	479.226	355.915	-144.029	540.257	215.089	-150.032	488.929	156.488	328.285	171.583	589.643	-7.859	218.939	305.277	-383.141	250.932	149.021	-448.596	298.492	169.236	-361.062	243.009	43.558	-318.352	290.097	31.131
1332	13.31000	1079.290	336.379	480.016	800.545	493.334	531.357	747.884	581.880	260.292	740.204	588.321	22.865	802.565	245.128	526.481	757.870	138.507	267.736	743.909	120.134	35.073	377.367	558.841	543.021	260.253	532.269	146.906	-96.327	522.685	289.201	-123.734	483.378	355.170	-167.027	543.273	212.742	-170.884	495.926	152.629	335.414	171.907	593.625	-3.951	217.923	309.699	-377.514	250.677	151.304	-442.332	298.698	172.642	-359.030	242.817	43.939	-317.800	290.064	30.946
1333	13.32000	1079.418	336.289	480.089	804.856	493.048	530.931	750.617	581.025	259.857	739.719	588.013	22.929	806.268	244.361	525.768	758.933	138.432	267.325	743.879	120.192	35.210	384.044	559.334	542.517	230.881	528.657	148.136	-123.389	526.362	287.088	-152.749	488.128	353.382	-189.960	545.414	207.849	-191.312	501.163	147.608	343.167	172.152	597.276	0.021	216.497	314.803	-371.814	250.307	153.406	-435.965	298.468	176.457	-357.069	242.218	45.017	-318.232	290.595	29.940
1334	13.33000	1079.545	336.199	480.162	808.965	492.514	530.639	753.992	580.692	259.596	740.224	588.086	22.778	810.172	243.863	525.028	759.760	137.967	266.792	744.005	120.299	35.113	390.092	559.349	541.187	210.824	530.944	158.778	-151.065	530.128	283.781	-182.615	493.007	349.726	-213.853	546.606	201.089	-212.593	502.955	141.898	350.756	172.898	601.134	4.465	216.330	318.315	-366.249	249.880	156.025	-429.232	298.229	180.644	-355.677	241.445	47.335	-317.195	289.363	30.057
1335	13.34000	1079.672	336.109	480.235	812.711	491.909	530.147	757.186	580.215	259.947	740.745	588.316	22.673	813.308	243.276	524.514	760.655	137.775	266.415	744.155	120.336	34.994	395.674	560.490	539.248	188.265	529.414	168.797	-178.667	533.482	279.358	-213.359	497.616	344.410	-236.571	546.866	192.899	-229.394	503.997	138.719	358.408	173.667	604.823	9.879	216.671	320.141	-360.584	249.671	159.088	-422.553	298.257	184.994	-353.598	241.017	49.586	-316.557	288.508	29.801
1336	13.35000	1079.799	336.018	480.308	816.157	491.193	529.588	759.392	579.938	260.070	740.518	588.246	22.563	816.406	242.712	524.201	761.989	137.767	266.321	744.293	120.471	34.968	401.519	561.145	538.558	162.559	522.739	175.716	-206.399	535.822	272.952	-243.799	502.024	337.235	-258.282	546.410	183.148	-245.739	501.549	132.175	365.946	174.804	608.363	16.539	217.453	319.671	-354.556	249.940	161.821	-415.174	298.562	189.095	-351.016	240.602	52.231	-315.782	287.858	29.508
1337	13.36000	1079.927	335.928	480.381	819.079	490.266	528.841	760.313	579.633	259.703	740.483	588.455	22.718	818.738	242.169	524.176	763.921	138.120	266.328	744.464	120.442	35.056	406.718	562.571	537.499	151.840	526.026	192.573	-233.139	537.543	265.624	-274.019	504.937	327.679	-278.051	545.239	172.376	-261.203	496.490	123.987	373.117	176.323	611.557	24.609	218.184	316.732	-347.980	250.546	164.850	-407.495	299.161	193.940	-348.599	240.897	55.093	-314.337	287.494	29.798
1338	13.37000	1080.054	335.838	480.455	821.609	489.470	528.304	761.143	580.585	259.892	740.551	588.517	22.668	820.386	241.459	524.367	765.950	138.611	266.481	744.416	120.639	35.211	412.210	564.421	535.816	135.508	524.998	205.883	-258.554	537.901	256.197	-302.448	506.343	316.379	-295.365	543.045	160.695	-273.513	493.466	116.777	380.394	178.180	614.240	34.256	218.526	310.382	-340.753	251.778	167.857	-398.395	300.765	198.986	-345.287	241.457	58.051	-312.194	287.425	30.529
1339	13.38000	1080.181	335.748	480.528	823.460	488.739	527.799	761.147	580.948	259.875	740.114	588.722	22.675	821.555	240.655	524.109	767.422	138.841	266.734	744.345	120.372	35.426	416.611	566.455	535.873	120.003	525.445	219.348	-281.715	536.919	245.242	-328.223	506.004	303.530	-310.456	540.654	148.042	-285.172	489.657	108.387	387.410	180.459	616.401	45.675	218.065	300.861	-332.778	253.027	170.995	-387.864	303.240	204.574	-341.673	242.256	61.843	-314.114	289.504	29.284
1340	13.39000	1080.308	335.658	480.601	824.658	488.260	527.475	761.186	581.064	259.837	739.698	588.481	22.707	822.248	239.976	523.995	767.948	138.756	267.045	744.525	120.487	35.355	420.414	568.646	536.725	104.921	526.442	233.736	-302.224	535.102	233.328	-351.167	504.573	288.601	-322.059	537.520	135.132	-294.683	486.628	99.890	394.214	182.779	617.895	57.908	216.711	290.491	-323.847	254.573	174.531	-376.756	305.790	210.265	-337.246	243.501	66.662	-310.291	288.960	31.284
1341	13.40000	1080.436	335.568	480.674	825.371	487.734	527.377	761.474	580.959	259.829	740.385	588.691	22.805	822.267	239.264	523.715	767.584	138.410	267.055	744.515	120.453	35.298	423.452	570.054	538.372	91.941	527.224	247.436	-319.529	532.607	220.767	-371.395	501.747	273.172	-331.554	533.652	121.197	-302.595	483.577	91.314	400.294	185.107	619.319	70.498	215.291	279.357	-313.704	255.888	178.540	-364.168	308.502	216.609	-332.087	245.302	70.783	-306.516	289.253	32.510
1342	13.41000	1080.563	335.477	480.747	825.721	487.296	527.487	761.899	580.534	259.604	740.749	589.060	23.109	821.543	238.582	523.558	766.313	138.029	266.782	744.379	120.498	35.293	424.976	570.795	540.409	79.928	528.936	259.946	-332.759	529.448	208.020	-388.290	498.219	256.578	-338.776	529.245	106.873	-309.153	480.043	82.070	405.871	187.262	619.596	83.935	213.340	267.044	-302.153	257.471	182.630	-349.949	310.856	223.420	-326.357	247.746	76.655	-301.628	289.329	35.216
1343	13.42000	1080.690	335.387	480.820	825.351	486.890	527.645	762.785	580.186	259.634	740.774	589.126	23.037	820.306	238.003	523.746	764.835	137.656	266.603	744.366	120.660	35.300	425.607	571.543	543.459	67.164	529.839	272.511	-343.132	526.527	194.995	-401.196	494.094	239.713	-343.087	524.768	92.279	-310.681	475.913	71.365	410.883	189.175	619.327	97.650	210.995	254.534	-289.470	258.817	187.177	-334.204	312.488	230.692	-318.505	250.148	82.313	-296.064	290.036	37.358
1344	13.43000	1080.818	335.297	480.893	824.248	486.440	527.744	763.226	579.939	259.746	740.696	589.117	22.990	818.173	237.585	523.946	763.514	137.701	266.313	744.275	120.711	35.580	424.884	572.259	546.205	58.614	530.468	284.631	-349.833	523.701	182.063	-409.883	489.948	223.488	-344.487	522.630	79.653	-309.786	470.923	59.398	415.220	191.018	618.859	112.181	208.458	241.974	-275.483	259.564	192.563	-316.992	313.296	237.988	-308.873	252.449	88.412	-288.446	291.011	41.768
1345	13.44000	1080.945	335.207	480.966	822.842	485.856	528.060	763.061	579.827	260.257	740.635	589.236	22.889	815.735	237.157	524.276	762.471	138.178	266.230	744.615	120.800	35.561	423.312	572.659	549.422	50.786	531.437	294.582	-353.126	522.109	170.350	-415.035	486.821	208.167	-343.221	521.756	67.467	-307.377	467.802	47.533	418.145	192.483	617.317	127.123	205.950	229.276	-259.935	260.968	197.540	-298.218	313.986	245.507	-298.779	254.731	95.056	-279.442	293.687	47.236
1346	13.45000	1081.072	335.117	481.039	820.707	485.480	528.066	761.800	580.014	260.387	740.711	589.250	22.929	812.940	236.738	525.115	761.784	138.808	266.241	744.523	120.874	35.755	420.862	573.631	551.980	43.234	531.499	301.638	-354.072	521.978	159.579	-417.567	485.044	194.408	-341.591	522.341	56.498	-303.976	464.849	36.435	420.636	193.443	615.110	142.458	203.633	217.321	-242.305	262.161	202.596	-277.837	314.736	252.866	-286.294	257.029	102.081	-269.297	297.099	54.153
1347	13.46000	1081.199	335.027	481.112	817.960	485.164	528.286	759.780	580.305	260.600	740.722	589.069	22.939	809.253	236.346	525.969	761.012	139.496	266.572	744.515	121.077	35.896	417.083	574.351	554.735	37.876	532.246	308.791	-354.232	522.213	149.042	-419.545	486.357	182.281	-339.006	522.216	46.021	-301.852	462.348	30.281	421.899	194.001	612.575	158.039	201.856	205.382	-222.508	262.938	207.117	-255.837	315.524	260.144	-272.573	258.646	109.693	-258.724	300.309	61.878
1348	13.47000	1081.327	334.937	481.185	814.826	484.941	528.555	758.062	580.629	260.969	740.761	589.078	22.865	805.278	236.167	526.392	759.641	139.913	267.104	744.339	121.119	35.958	413.447	575.716	556.455	33.666	531.202	312.069	-353.575	523.229	143.698	-421.841	492.456	178.096	-338.682	522.036	38.573	-298.937	459.570	25.536	421.372	194.504	609.001	174.355	200.715	193.073	-201.295	262.612	212.306	-231.743	315.417	267.001	-257.683	259.699	117.460	-247.589	303.442	69.519
1349	13.48000	1081.454	334.846	481.258	811.494	484.786	529.151	756.528	580.777	260.998	740.706	589.045	22.710	801.131	236.070	526.880	757.322	140.092	267.556	744.256	121.157	35.908	408.988	576.530	558.645	31.969	529.511	309.437	-356.834	526.232	145.797	-424.648	496.782	179.578	-342.671	522.551	39.978	-298.246	459.684	24.745	420.461	194.075	604.425	191.066	199.632	182.008	-179.424	262.273	216.463	-206.223	314.417	273.755	-242.126	261.115	125.700	-235.899	306.113	77.520
1350	13.49000	1081.581	334.756	481.332	808.013	484.705	529.414	754.782	580.887	260.800	740.630	589.010	22.552	796.669	236.041	526.976	754.268	139.920	267.374	744.143	121.283	35.993	404.003	577.113	559.813	33.678	528.510	302.422	-359.530	528.201	146.692	-427.309	496.971	178.184	-346.117	523.274	41.140	-300.147	460.894	25.416	417.165	193.564	599.978	208.391	199.309	171.737	-156.991	261.731	220.441	-179.537	312.550	279.764	-226.030	262.664	133.416	-223.181	308.562	86.243
1351	13.50000	1081.709	334.666	481.405	804.414	484.656	529.450	753.015	581.027	260.829	740.358	588.832	22.276	792.180	236.261	527.113	750.671	139.871	267.061	744.003	121.297	35.957	398.034	577.865	561.291	34.178	525.647	292.751	-362.947	528.120	143.719	-433.537	497.445	174.053	-346.882	523.882	38.351	-300.915	461.270	26.847	412.773	192.879	594.906	226.726	199.322	163.195	-133.877	260.701	223.611	-152.030	309.944	285.181	-210.609	264.365	141.896	-210.124	311.252	95.093
1352	13.51000	1081.836	334.576	481.478	801.005	484.338	529.591	751.212	581.359	260.972	739.770	588.691	22.326	788.166	236.223	527.232	747.674	139.563	266.831	743.880	121.316	35.941	392.371	578.762	561.506	35.440	527.029	285.971	-366.430	529.367	143.119	-436.308	499.602	173.564	-348.263	524.486	36.945	-302.056	461.871	27.451	407.031	192.388	589.698	245.944	198.532	156.639	-110.587	259.661	226.695	-124.636	307.152	290.113	-194.428	266.285	150.443	-196.606	314.501	105.238
1353	13.52000	1081.963	334.486	481.551	797.747	484.005	529.578	748.971	581.686	260.945	739.931	588.957	22.412	784.101	235.999	527.547	745.954	139.320	266.420	743.773	121.198	35.958	386.283	579.666	561.219	32.229	527.601	279.041	-369.472	531.198	142.309	-441.521	501.897	170.581	-350.495	525.577	36.411	-303.830	461.019	27.368	400.401	192.494	582.487	265.895	197.410	152.135	-87.880	258.628	230.024	-97.173	304.463	294.282	-178.223	267.945	159.667	-183.138	317.420	116.077
1354	13.53000	1082.090	334.396	481.624	794.649	483.472	529.615	747.178	582.319	261.148	739.665	588.842	22.243	780.257	235.574	527.849	745.014	138.766	266.505	743.655	121.171	35.748	379.817	580.682	559.767	30.681	532.191	276.550	-373.378	532.692	140.097	-444.963	504.241	168.419	-351.703	526.393	35.216	-303.345	461.904	27.660	392.438	192.263	576.201	286.127	195.874	149.270	-65.245	257.882	233.933	-70.673	301.379	297.898	-162.428	269.390	169.450	-169.429	320.289	126.911
1355	13.54000	1082.218	334.306	481.697	791.707	482.709	529.641	745.787	582.764	261.441	740.038	589.174	22.161	776.349	234.998	528.476	744.263	137.835	266.772	743.640	121.037	35.517	373.446	581.557	558.945	25.650	534.769	276.154	-376.703	533.693	138.456	-449.462	505.832	165.438	-352.077	526.598	34.726	-303.019	462.111	27.391	383.797	192.017	569.458	305.522	194.288	147.987	-43.741	256.989	238.534	-45.256	299.404	301.593	-146.414	270.424	179.970	-155.971	322.847	137.995
1356	13.55000	1082.345	334.215	481.770	789.026	481.769	529.654	744.663	582.581	261.196	739.526	589.029	22.316	772.781	234.229	528.535	742.991	136.623	267.180	743.499	120.776	35.322	366.883	582.805	558.528	16.387	534.037	275.126	-380.205	534.471	136.594	-453.211	507.303	163.237	-353.232	527.007	34.192	-302.772	461.505	26.716	375.227	191.655	562.591	323.190	192.953	148.683	-23.239	256.309	243.664	-21.202	297.604	305.217	-131.150	270.574	190.884	-141.893	325.842	149.703
1357	13.56000	1082.472	334.125	481.843	786.560	480.931	530.163	744.043	582.292	260.943	739.616	588.989	22.168	769.500	233.716	528.395	740.757	134.981	267.464	743.428	120.561	35.083	359.672	584.542	557.179	14.443	540.856	280.801	-383.408	534.559	135.155	-457.108	507.512	161.019	-354.250	526.861	33.908	-302.467	460.675	25.795	367.447	190.767	555.124	339.690	192.067	150.235	-4.028	254.757	249.486	1.000	295.998	309.596	-116.004	270.836	201.973	-128.155	328.488	162.596
1358	13.57000	1082.600	334.035	481.916	784.075	479.988	530.500	743.751	581.695	260.814	739.321	588.820	22.099	766.341	233.059	528.181	737.412	133.551	266.973	743.331	120.513	35.035	352.487	585.911	556.408	5.250	542.666	282.764	-386.663	533.568	133.949	-460.350	506.361	159.083	-355.825	526.082	33.171	-302.462	459.931	25.349	359.882	189.405	548.282	354.121	191.294	153.286	12.019	253.375	256.136	20.995	294.773	314.711	-101.137	269.981	213.147	-115.052	330.001	175.413
1359	13.58000	1082.727	333.945	481.989	781.916	479.117	530.588	743.652	580.756	260.752	739.391	588.755	22.119	763.785	232.422	527.965	734.113	132.353	266.213	743.225	120.432	34.956	345.774	586.350	556.757	-0.678	545.505	283.982	-389.500	532.523	132.824	-463.228	504.545	157.698	-356.893	526.442	33.557	-303.101	459.162	25.602	352.618	187.840	542.556	366.926	190.424	156.863	26.891	252.257	262.841	38.750	293.755	321.117	-87.303	268.575	224.563	-102.876	329.592	186.892
1360	13.59000	1082.854	333.855	482.062	780.199	478.598	531.010	743.761	580.299	261.173	739.597	588.851	22.263	761.524	231.997	527.913	731.375	132.146	265.300	743.200	120.416	35.102	339.013	586.871	557.396	-6.550	547.019	286.212	-391.733	531.738	132.211	-465.687	503.221	156.381	-358.000	526.462	33.785	-303.896	458.148	25.761	344.635	185.752	538.204	378.404	190.126	160.805	40.363	251.279	270.142	54.369	292.962	327.889	-74.772	266.613	235.754	-88.340	328.098	200.361
1361	13.60000	1082.981	333.765	482.136	778.904	478.130	531.197	743.218	579.975	261.210	739.549	588.845	22.234	759.853	231.615	528.219	730.607	132.585	264.916	743.186	120.490	35.166	332.180	587.059	557.583	-10.297	546.764	283.438	-393.691	530.610	131.539	-467.688	501.978	155.628	-359.015	526.281	33.656	-304.453	457.293	25.506	336.930	183.328	534.668	387.853	190.671	164.567	51.772	250.240	278.074	67.065	292.521	334.971	-64.597	264.053	246.990	-80.674	324.579	211.352
1362	13.61000	1083.109	333.674	482.209	778.181	477.821	531.257	742.565	579.715	261.340	739.549	588.846	22.174	758.860	231.269	528.721	732.075	133.311	265.418	743.234	120.607	35.187	324.847	587.642	556.209	-8.830	544.627	278.198	-394.930	529.841	131.247	-469.222	500.987	154.785	-359.748	526.090	33.622	-304.893	456.803	25.591	329.971	181.634	532.929	394.822	191.741	167.623	62.381	250.344	284.152	76.364	291.807	341.559	-56.746	261.090	257.736	-77.761	322.857	223.659
1363	13.62000	1083.236	333.584	482.282	777.787	477.627	531.241	742.047	579.978	261.445	739.801	588.993	22.308	758.336	230.832	529.202	734.148	134.376	266.536	743.265	120.545	35.281	318.663	587.997	554.931	-6.148	540.626	269.405	-395.683	529.180	131.260	-469.786	500.108	154.627	-360.302	525.761	33.681	-305.178	456.660	25.611	323.626	180.692	532.114	397.631	192.486	168.880	66.791	248.753	291.734	83.463	291.339	347.092	-51.946	257.175	268.205	-76.741	319.649	233.419
1364	13.63000	1083.363	333.494	482.355	778.041	477.460	531.452	741.805	580.349	261.494	739.883	589.154	22.407	758.398	230.432	529.715	736.164	135.584	267.455	743.302	120.642	35.299	313.060	588.488	553.912	-8.381	532.761	257.478	-395.914	528.487	131.526	-469.840	499.185	155.132	-360.541	525.278	33.961	-305.126	456.657	25.592	318.423	180.681	533.125	397.355	193.232	168.263	69.304	247.125	297.618	87.044	290.894	351.367	-49.836	253.600	277.413	-77.598	315.196	240.741
1365	13.64000	1083.491	333.404	482.428	778.436	477.479	531.561	742.057	580.132	261.584	739.984	589.151	22.394	758.925	230.202	529.996	736.649	136.229	267.659	743.288	120.640	35.399	307.737	589.063	551.643	0.920	533.233	254.538	-395.520	527.682	131.925	-469.115	497.935	155.926	-360.763	525.113	34.509	-305.042	456.659	25.505	316.135	181.702	536.332	394.404	193.765	167.514	68.206	244.632	302.495	87.331	290.141	354.905	-51.168	249.394	284.433	-80.319	309.739	245.737
1366	13.65000	1083.618	333.314	482.501	779.559	477.602	531.953	742.833	579.803	261.398	739.843	589.218	22.450	759.863	230.136	529.991	735.840	136.442	267.199	743.124	120.766	35.426	305.169	589.543	551.194	0.283	529.533	249.797	-394.262	527.031	132.852	-467.370	496.767	157.149	-360.617	524.882	34.951	-305.090	456.726	25.305	315.622	184.431	540.671	389.540	194.199	167.031	63.901	242.021	306.224	83.199	288.289	358.081	-50.390	248.121	286.048	-84.890	303.516	248.519
1367	13.66000	1083.745	333.224	482.574	781.173	477.991	532.107	743.899	579.625	261.491	739.960	589.039	22.325	761.314	230.301	530.029	734.544	136.740	266.435	743.243	120.932	35.580	304.975	589.546	551.103	4.090	529.055	251.980	-392.209	526.718	133.942	-465.083	496.170	159.150	-360.003	524.748	35.414	-304.866	456.929	25.181	317.503	187.055	544.941	381.455	194.504	166.196	56.369	239.234	309.712	73.835	285.594	362.117	-63.526	240.699	289.752	-91.297	296.769	249.197
