X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.605028	2.951078e-06	5.915877e-07	-1.449564e-06	-2.284144e-05	
11.606028	1.670395e-06	4.427087e-06	-4.865245e-06	-2.694163e-05	
11.607028	-4.660911e-08	3.098015e-06	-7.777540e-06	-2.294351e-05	
11.608028	-4.390292e-06	-6.250490e-07	-8.431731e-06	-1.870954e-05	
11.609028	-1.753635e-06	-2.603437e-06	-5.402040e-06	-2.154800e-05	
11.610028	4.476561e-06	-2.518848e-06	-5.175308e-06	-2.461881e-05	
11.611029	3.773194e-06	-3.658702e-06	-8.804907e-06	-1.899722e-05	
11.612029	6.249187e-06	-5.095361e-06	-8.329844e-06	-6.149204e-06	
11.613029	2.414055e-06	-1.138939e-05	-3.154109e-06	2.448996e-06	
11.614029	-7.747693e-06	-2.050659e-05	-4.157695e-06	-4.598543e-06	
11.615029	-2.720851e-06	-8.703801e-06	-4.106404e-06	-1.638957e-05	
11.616029	6.837806e-06	1.372189e-05	-9.943173e-06	-1.226597e-05	
11.617029	6.257753e-06	1.741311e-05	-2.998660e-05	5.770503e-06	
11.618030	-8.754763e-07	1.021319e-05	-2.211452e-05	1.803424e-05	
11.619030	-4.601503e-06	5.535530e-06	2.889973e-08	7.612696e-06	
11.620030	-2.526730e-06	3.638770e-06	2.569921e-06	-1.629546e-05	
11.621030	-3.420197e-06	2.682830e-06	9.805423e-06	-2.831107e-05	
11.622030	-3.395313e-06	1.929133e-07	1.062625e-05	-2.355673e-05	
11.623030	-1.596410e-07	-3.371281e-06	4.878305e-06	-1.170261e-05	
11.624031	4.550839e-07	-5.587501e-06	7.988745e-06	-1.242787e-05	
11.625031	1.098608e-06	-5.602243e-06	2.023265e-06	-2.579911e-05	
11.626031	3.707237e-06	-2.699231e-06	8.654070e-07	-1.942482e-05	
11.627031	2.682683e-06	2.019115e-06	1.043122e-05	1.297348e-05	
11.628031	-3.950769e-06	1.081137e-06	1.525734e-05	5.232820e-05	
