X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
22.076190	5.464378e-06	1.399359e-05	2.755622e-06	1.917883e-06	
22.077191	5.438613e-06	1.399627e-05	2.751387e-06	1.922587e-06	
22.078191	5.414271e-06	1.400081e-05	2.747681e-06	1.926921e-06	
22.079192	5.391501e-06	1.400704e-05	2.744489e-06	1.930896e-06	
22.080193	5.370453e-06	1.401482e-05	2.741798e-06	1.934521e-06	
22.081194	5.351275e-06	1.402401e-05	2.739593e-06	1.937805e-06	
22.082195	5.334117e-06	1.403446e-05	2.737861e-06	1.940759e-06	
22.083196	5.319127e-06	1.404602e-05	2.736586e-06	1.943392e-06	
22.084197	5.306455e-06	1.405854e-05	2.735754e-06	1.945713e-06	
22.085198	5.296250e-06	1.407187e-05	2.735353e-06	1.947731e-06	
22.086198	5.288659e-06	1.408587e-05	2.735366e-06	1.949457e-06	
22.087199	5.283834e-06	1.410039e-05	2.735781e-06	1.950899e-06	
22.088200	5.281921e-06	1.411528e-05	2.736583e-06	1.952068e-06	
22.089201	5.283071e-06	1.413040e-05	2.737757e-06	1.952972e-06	
22.090202	5.287433e-06	1.414559e-05	2.739290e-06	1.953622e-06	
22.091203	5.295155e-06	1.416071e-05	2.741167e-06	1.954027e-06	
22.092204	5.306386e-06	1.417562e-05	2.743375e-06	1.954196e-06	
22.093205	5.321276e-06	1.419016e-05	2.745898e-06	1.954139e-06	
22.094205	5.339974e-06	1.420418e-05	2.748723e-06	1.953865e-06	
22.095206	5.362628e-06	1.421755e-05	2.751836e-06	1.953384e-06	
22.096207	5.389387e-06	1.423010e-05	2.755222e-06	1.952706e-06	
22.097208	5.420400e-06	1.424170e-05	2.758868e-06	1.951839e-06	
22.098209	5.455818e-06	1.425220e-05	2.762758e-06	1.950794e-06	
22.099210	5.495787e-06	1.426145e-05	2.766880e-06	1.949580e-06	
22.100211	5.540458e-06	1.426930e-05	2.771218e-06	1.948207e-06	
22.101212	5.589979e-06	1.427560e-05	2.775758e-06	1.946683e-06	
22.102212	5.644500e-06	1.428021e-05	2.780487e-06	1.945019e-06	
22.103213	5.704169e-06	1.428297e-05	2.785389e-06	1.943224e-06	
22.104214	5.769136e-06	1.428375e-05	2.790452e-06	1.941308e-06	
22.105215	5.839549e-06	1.428240e-05	2.795661e-06	1.939280e-06	
22.106216	5.915558e-06	1.427876e-05	2.801001e-06	1.937149e-06	
22.107217	5.997310e-06	1.427269e-05	2.806458e-06	1.934925e-06	
22.108218	6.084957e-06	1.426403e-05	2.812018e-06	1.932619e-06	
22.109219	6.178645e-06	1.425266e-05	2.817668e-06	1.930238e-06	
22.110219	6.278525e-06	1.423841e-05	2.823392e-06	1.927793e-06	
22.111220	6.384746e-06	1.422114e-05	2.829176e-06	1.925293e-06	
22.112221	6.497456e-06	1.420070e-05	2.835007e-06	1.922748e-06	
22.113222	6.616804e-06	1.417694e-05	2.840871e-06	1.920167e-06	
22.114223	6.742940e-06	1.414972e-05	2.846752e-06	1.917560e-06	
22.115224	6.876012e-06	1.411889e-05	2.852637e-06	1.914936e-06	
22.116225	7.016169e-06	1.408430e-05	2.858512e-06	1.912305e-06	
22.117226	7.163561e-06	1.404580e-05	2.864362e-06	1.909676e-06	
22.118227	7.318336e-06	1.400325e-05	2.870174e-06	1.907059e-06	
22.119227	7.480643e-06	1.395649e-05	2.875932e-06	1.904464e-06	
22.120228	7.650632e-06	1.390539e-05	2.881623e-06	1.901899e-06	
22.121229	7.828451e-06	1.384979e-05	2.887233e-06	1.899375e-06	
22.122230	8.014250e-06	1.378955e-05	2.892748e-06	1.896900e-06	
22.123231	8.208177e-06	1.372452e-05	2.898153e-06	1.894485e-06	
22.124232	8.410381e-06	1.365454e-05	2.903434e-06	1.892139e-06	
22.125233	8.620981e-06	1.357951e-05	2.908577e-06	1.889870e-06	
22.126234	8.839810e-06	1.349949e-05	2.913572e-06	1.887675e-06	
22.127234	9.066542e-06	1.341470e-05	2.918409e-06	1.885544e-06	
22.128235	9.300851e-06	1.332534e-05	2.923079e-06	1.883467e-06	
22.129236	9.542411e-06	1.323161e-05	2.927574e-06	1.881435e-06	
22.130237	9.790897e-06	1.313372e-05	2.931884e-06	1.879437e-06	
22.131238	1.004598e-05	1.303187e-05	2.936001e-06	1.877464e-06	
22.132239	1.030734e-05	1.292626e-05	2.939914e-06	1.875505e-06	
22.133240	1.057464e-05	1.281710e-05	2.943615e-06	1.873551e-06	
22.134241	1.084757e-05	1.270459e-05	2.947096e-06	1.871592e-06	
22.135241	1.112578e-05	1.258894e-05	2.950347e-06	1.869619e-06	
22.136242	1.140897e-05	1.247035e-05	2.953358e-06	1.867621e-06	
22.137243	1.169680e-05	1.234901e-05	2.956121e-06	1.865588e-06	
22.138244	1.198894e-05	1.222515e-05	2.958628e-06	1.863511e-06	
22.139245	1.228507e-05	1.209896e-05	2.960868e-06	1.861380e-06	
22.140246	1.258487e-05	1.197064e-05	2.962832e-06	1.859185e-06	
22.141247	1.288800e-05	1.184040e-05	2.964513e-06	1.856916e-06	
22.142248	1.319414e-05	1.170844e-05	2.965900e-06	1.854563e-06	
22.143248	1.350297e-05	1.157497e-05	2.966984e-06	1.852116e-06	
22.144249	1.381416e-05	1.144019e-05	2.967757e-06	1.849566e-06	
22.145250	1.412738e-05	1.130430e-05	2.968210e-06	1.846903e-06	
22.146251	1.444230e-05	1.116751e-05	2.968333e-06	1.844116e-06	
22.147252	1.475861e-05	1.103002e-05	2.968117e-06	1.841196e-06	
22.148253	1.507597e-05	1.089204e-05	2.967553e-06	1.838134e-06	
22.149254	1.539405e-05	1.075376e-05	2.966633e-06	1.834918e-06	
22.150255	1.571254e-05	1.061539e-05	2.965347e-06	1.831541e-06	
22.151255	1.603110e-05	1.047715e-05	2.963686e-06	1.827990e-06	
22.152256	1.634942e-05	1.033922e-05	2.961641e-06	1.824257e-06	
22.153257	1.666715e-05	1.020182e-05	2.959203e-06	1.820333e-06	
22.154258	1.698398e-05	1.006514e-05	2.956363e-06	1.816206e-06	
22.155259	1.729959e-05	9.929398e-06	2.953112e-06	1.811867e-06	
22.156260	1.761363e-05	9.794789e-06	2.949441e-06	1.807306e-06	
22.157261	1.792580e-05	9.661520e-06	2.945341e-06	1.802514e-06	
22.158262	1.823575e-05	9.529793e-06	2.940802e-06	1.797481e-06	
22.159263	1.854317e-05	9.399814e-06	2.935816e-06	1.792196e-06	
22.160263	1.884774e-05	9.271784e-06	2.930374e-06	1.786650e-06	
22.161264	1.914911e-05	9.145910e-06	2.924466e-06	1.780833e-06	
22.162265	1.944697e-05	9.022393e-06	2.918084e-06	1.774735e-06	
22.163266	1.974100e-05	8.901439e-06	2.911219e-06	1.768347e-06	
22.164267	2.003086e-05	8.783250e-06	2.903860e-06	1.761658e-06	
22.165268	2.031622e-05	8.668031e-06	2.896001e-06	1.754658e-06	
22.166269	2.059677e-05	8.555985e-06	2.887630e-06	1.747339e-06	
22.167270	2.087218e-05	8.447317e-06	2.878740e-06	1.739689e-06	
22.168270	2.114211e-05	8.342230e-06	2.869321e-06	1.731699e-06	
22.169271	2.140625e-05	8.240927e-06	2.859364e-06	1.723359e-06	
22.170272	2.166427e-05	8.143613e-06	2.848860e-06	1.714660e-06	
22.171273	2.191584e-05	8.050491e-06	2.837800e-06	1.705591e-06	
22.172274	2.216063e-05	7.961766e-06	2.826175e-06	1.696142e-06	
22.173275	2.239833e-05	7.877641e-06	2.813977e-06	1.686305e-06	
22.174276	2.262860e-05	7.798319e-06	2.801195e-06	1.676068e-06	
22.175277	2.285114e-05	7.723989e-06	2.787824e-06	1.665430e-06	
22.176277	2.306592e-05	7.654705e-06	2.773887e-06	1.654446e-06	
22.177278	2.327303e-05	7.590458e-06	2.759421e-06	1.643203e-06	
22.178279	2.347255e-05	7.531239e-06	2.744461e-06	1.631785e-06	
22.179280	2.366456e-05	7.477037e-06	2.729045e-06	1.620278e-06	
22.180281	2.384915e-05	7.427843e-06	2.713208e-06	1.608767e-06	
22.181282	2.402640e-05	7.383647e-06	2.696987e-06	1.597338e-06	
22.182283	2.419640e-05	7.344440e-06	2.680418e-06	1.586076e-06	
22.183284	2.435924e-05	7.310211e-06	2.663538e-06	1.575066e-06	
22.184284	2.451500e-05	7.280952e-06	2.646384e-06	1.564394e-06	
22.185285	2.466376e-05	7.256651e-06	2.628991e-06	1.554146e-06	
22.186286	2.480562e-05	7.237301e-06	2.611396e-06	1.544406e-06	
22.187287	2.494065e-05	7.222890e-06	2.593636e-06	1.535260e-06	
22.188288	2.506894e-05	7.213409e-06	2.575747e-06	1.526794e-06	
22.189289	2.519058e-05	7.208849e-06	2.557765e-06	1.519093e-06	
22.190290	2.530565e-05	7.209199e-06	2.539727e-06	1.512242e-06	
22.191291	2.541423e-05	7.214451e-06	2.521669e-06	1.506327e-06	
22.192291	2.551642e-05	7.224593e-06	2.503628e-06	1.501433e-06	
22.193292	2.561230e-05	7.239618e-06	2.485640e-06	1.497645e-06	
22.194293	2.570195e-05	7.259514e-06	2.467742e-06	1.495050e-06	
22.195294	2.578546e-05	7.284272e-06	2.449969e-06	1.493731e-06	
22.196295	2.586291e-05	7.313882e-06	2.432359e-06	1.493776e-06	
22.197296	2.593440e-05	7.348336e-06	2.414948e-06	1.495268e-06	
22.198297	2.599999e-05	7.387622e-06	2.397772e-06	1.498294e-06	
22.199298	2.605979e-05	7.431731e-06	2.380867e-06	1.502940e-06	
22.200299	2.611387e-05	7.480654e-06	2.364271e-06	1.509289e-06	
22.201299	2.616232e-05	7.534381e-06	2.348019e-06	1.517428e-06	
22.202300	2.620522e-05	7.592901e-06	2.332148e-06	1.527442e-06	
22.203301	2.624267e-05	7.656206e-06	2.316695e-06	1.539417e-06	
22.204302	2.627474e-05	7.724286e-06	2.301695e-06	1.553438e-06	
22.205303	2.630152e-05	7.797131e-06	2.287186e-06	1.569591e-06	
22.206304	2.632310e-05	7.874730e-06	2.273203e-06	1.587960e-06	
22.207305	2.633956e-05	7.957076e-06	2.259783e-06	1.608631e-06	
